0,0,1084,406,39,15,1,1,1
1,0,1076,406,40,15,1,1,1
2,0,1051,406,40,15,1,1,1
3,0,1038,406,43,17,1,1,1
4,0,1023,406,42,16,1,1,1
5,0,1017,406,44,17,1,1,1
6,0,1007,406,43,17,1,1,1
7,0,1000,406,43,17,1,1,1
8,0,986,406,43,17,1,1,1
9,0,980,406,43,17,1,1,1
10,0,974,406,44,17,1,1,1
11,0,972,406,44,17,1,1,1
12,0,968,406,46,18,1,1,1
13,0,967,407,44,17,1,1,1
14,0,964,408,44,17,1,1,1
15,0,963,408,43,17,1,1,1
16,0,961,408,44,17,1,1,1
17,0,959,408,44,17,1,1,1
18,0,955,408,44,17,1,1,1
19,0,953,408,45,17,1,1,1
20,0,951,408,45,17,1,1,1
21,0,950,408,46,18,1,1,1
22,0,949,409,46,18,1,1,1
23,0,948,409,46,18,1,1,1
24,0,945,409,47,18,1,1,1
25,0,945,410,44,17,1,1,1
26,0,942,410,47,18,1,1,1
27,0,941,410,48,18,1,1,1
28,0,940,410,47,18,1,1,1
29,0,943,411,42,16,1,1,1
30,0,941,411,42,16,1,1,1
31,0,941,411,42,16,1,1,1
32,0,942,412,39,15,1,1,1
33,0,938,411,43,17,1,1,1
34,0,936,412,43,17,1,1,1
35,0,935,412,43,17,1,1,1
36,0,937,412,44,17,1,1,1
37,0,941,412,44,17,1,1,1
38,0,952,412,45,17,1,1,1
39,0,962,413,42,16,1,1,1
40,0,967,412,45,17,1,1,1
41,0,970,412,46,18,1,1,1
42,0,975,412,47,18,1,1,1
43,0,979,413,45,17,1,1,1
44,0,984,413,42,16,1,1,1
45,0,986,414,42,16,1,1,1
46,0,990,414,40,16,1,1,1
47,0,991,414,39,15,1,1,1
48,0,989,414,44,17,1,1,1
49,0,990,414,42,16,1,1,1
50,0,991,414,43,17,1,1,1
51,0,991,414,43,16,1,1,1
52,0,991,414,43,17,1,1,1
53,0,991,414,43,17,1,1,1
54,0,992,414,44,17,1,1,1
