0,0,1855,883,65,36,1,1,1
1,0,1851,883,65,36,1,1,1
2,0,1847,883,66,36,1,1,1
3,0,1843,883,65,36,1,1,1
4,0,1838,882,66,37,1,1,1
5,0,1836,883,65,36,1,1,1
6,0,1831,883,65,36,1,1,1
7,0,1827,882,64,36,1,1,1
8,0,1824,882,64,35,1,1,1
9,0,1820,882,63,35,1,1,1
10,0,1815,882,63,35,1,1,1
11,0,1811,881,63,35,1,1,1
12,0,1806,881,63,35,1,1,1
13,0,1801,881,63,35,1,1,1
14,0,1796,881,63,35,1,1,1
15,0,1791,880,63,35,1,1,1
16,0,1787,880,62,34,1,1,1
17,0,1782,880,61,34,1,1,1
18,0,1777,879,60,33,1,1,1
19,0,1772,879,60,33,1,1,1
20,0,1768,879,59,33,1,1,1
21,0,1764,879,59,33,1,1,1
22,0,1760,878,58,32,1,1,1
23,0,1755,878,58,32,1,1,1
24,0,1751,878,57,32,1,1,1
25,0,1746,878,57,32,1,1,1
26,0,1741,878,57,31,1,1,1
27,0,1736,878,56,31,1,1,1
28,0,1732,877,56,31,1,1,1
29,0,1727,877,56,31,1,1,1
30,0,1722,877,56,31,1,1,1
31,0,1718,877,54,30,1,1,1
32,0,1713,877,53,30,1,1,1
33,0,1708,877,52,29,1,1,1
34,0,1703,876,52,29,1,1,1
35,0,1697,875,52,29,1,1,1
36,0,1691,875,52,29,1,1,1
37,0,1687,874,51,28,1,1,1
38,0,1679,872,53,29,1,1,1
39,0,1672,872,52,29,1,1,1
40,0,1666,870,52,29,1,1,1
41,0,1658,869,52,29,1,1,1
42,0,1652,868,52,29,1,1,1
43,0,1645,867,52,29,1,1,1
44,0,1638,866,51,28,1,1,1
45,0,1629,864,52,29,1,1,1
46,0,1622,863,52,29,1,1,1
47,0,1615,862,51,28,1,1,1
48,0,1607,860,52,29,1,1,1
49,0,1598,859,52,29,1,1,1
50,0,1591,858,52,29,1,1,1
51,0,1583,857,51,28,1,1,1
52,0,1575,855,51,28,1,1,1
53,0,1568,854,51,28,1,1,1
54,0,1560,853,51,28,1,1,1
55,0,1552,851,51,28,1,1,1
56,0,1545,850,50,28,1,1,1
57,0,1536,849,51,28,1,1,1
58,0,1529,848,51,28,1,1,1
59,0,1521,846,52,29,1,1,1
60,0,1514,845,51,28,1,1,1
61,0,1505,843,52,29,1,1,1
62,0,1498,842,52,29,1,1,1
63,0,1490,840,53,29,1,1,1
64,0,1482,838,54,30,1,1,1
65,0,1474,836,53,30,1,1,1
66,0,1468,835,53,29,1,1,1
67,0,1460,834,53,29,1,1,1
68,0,1453,832,53,29,1,1,1
69,0,1445,830,54,30,1,1,1
70,0,1438,829,54,30,1,1,1
71,0,1431,828,54,30,1,1,1
72,0,1424,826,54,30,1,1,1
73,0,1416,825,55,30,1,1,1
74,0,1410,823,55,30,1,1,1
75,0,1403,822,55,30,1,1,1
76,0,1396,821,55,31,1,1,1
77,0,1390,820,55,30,1,1,1
78,0,1383,818,55,31,1,1,1
79,0,1377,817,55,30,1,1,1
80,0,1371,816,54,30,1,1,1
81,0,1365,815,54,30,1,1,1
82,0,1360,814,53,30,1,1,1
83,0,1355,814,52,29,1,1,1
84,0,1350,814,51,28,1,1,1
85,0,1344,813,51,28,1,1,1
86,0,1341,813,48,27,1,1,1
87,0,1336,812,47,26,1,1,1
88,0,1331,812,47,26,1,1,1
89,0,1326,811,47,26,1,1,1
90,0,1321,810,46,26,1,1,1
91,0,1316,809,46,25,1,1,1
92,0,1312,809,45,25,1,1,1
93,0,1307,808,44,24,1,1,1
94,0,1303,807,43,24,1,1,1
95,0,1299,806,42,23,1,1,1
96,0,1294,805,42,23,1,1,1
97,0,1290,804,42,23,1,1,1
98,0,1286,803,41,23,1,1,1
99,0,1282,802,41,22,1,1,1
100,0,1278,800,41,23,1,1,1
101,0,1274,799,41,23,1,1,1
102,0,1270,798,41,23,1,1,1
103,0,1267,797,41,22,1,1,1
104,0,1264,796,40,22,1,1,1
105,0,1261,796,39,21,1,1,1
106,0,1256,794,39,22,1,1,1
107,0,1253,794,38,21,1,1,1
108,0,1249,792,38,21,1,1,1
109,0,1245,791,38,21,1,1,1
110,0,1241,790,38,21,1,1,1
111,0,1236,788,38,21,1,1,1
112,0,1231,787,39,21,1,1,1
113,0,1226,785,39,21,1,1,1
114,0,1222,784,39,21,1,1,1
115,0,1217,783,38,21,1,1,1
116,0,1212,781,39,21,1,1,1
117,0,1207,780,39,21,1,1,1
118,0,1202,779,38,21,1,1,1
119,0,1197,777,38,21,1,1,1
120,0,1193,776,38,21,1,1,1
121,0,1188,774,38,21,1,1,1
0,1,1723,993,82,49,1,1,1
1,1,1716,991,81,49,1,1,1
2,1,1709,989,81,48,1,1,1
3,1,1702,986,81,48,1,1,1
4,1,1695,984,80,48,1,1,1
5,1,1687,981,81,49,1,1,1
6,1,1680,978,81,49,1,1,1
7,1,1672,975,81,48,1,1,1
8,1,1665,973,81,49,1,1,1
9,1,1657,970,81,48,1,1,1
10,1,1649,968,81,48,1,1,1
11,1,1641,965,81,48,1,1,1
12,1,1633,963,80,48,1,1,1
13,1,1625,960,81,48,1,1,1
14,1,1617,958,81,48,1,1,1
15,1,1609,955,81,48,1,1,1
16,1,1600,952,82,49,1,1,1
17,1,1591,950,82,49,1,1,1
18,1,1583,947,81,49,1,1,1
19,1,1575,945,81,48,1,1,1
20,1,1566,943,81,48,1,1,1
21,1,1558,941,80,48,1,1,1
22,1,1550,940,79,47,1,1,1
23,1,1542,939,77,46,1,1,1
24,1,1534,937,75,45,1,1,1
25,1,1526,935,75,45,1,1,1
26,1,1518,933,74,44,1,1,1
27,1,1510,931,73,44,1,1,1
28,1,1503,930,72,43,1,1,1
29,1,1496,928,71,43,1,1,1
30,1,1489,926,71,43,1,1,1
31,1,1483,925,68,41,1,1,1
32,1,1476,923,68,40,1,1,1
33,1,1469,922,67,40,1,1,1
34,1,1462,919,67,40,1,1,1
35,1,1455,918,66,40,1,1,1
36,1,1448,916,65,39,1,1,1
37,1,1441,914,65,39,1,1,1
38,1,1434,912,64,38,1,1,1
39,1,1426,909,63,38,1,1,1
